number,value,datetime_start,datetime_complete,duration,params_booster,params_learning_rate,params_max_delta_step,params_min_child_weight,params_random_state,state
357,0.8089604832620186,2026-07-13 19:17:28.455543,2026-07-13 19:17:29.685142,0 days 00:00:01.229599,dart,0.1,0,1,42,COMPLETE
358,0.8089604832620186,2026-07-13 19:17:29.685142,2026-07-13 19:17:29.754191,0 days 00:00:00.069049,gbtree,0.1,0,1,42,COMPLETE
359,0.8089604832620186,2026-07-13 19:17:29.754191,2026-07-13 19:17:30.949149,0 days 00:00:01.194958,dart,0.1,0,1,42,COMPLETE
360,0.8089604832620186,2026-07-13 19:17:30.949149,2026-07-13 19:17:31.017976,0 days 00:00:00.068827,gbtree,0.1,0,1,42,COMPLETE
361,0.8089604832620186,2026-07-13 19:17:31.017976,2026-07-13 19:17:32.263338,0 days 00:00:01.245362,dart,0.1,0,1,42,COMPLETE
362,0.8089604832620186,2026-07-13 19:17:32.263338,2026-07-13 19:17:32.329594,0 days 00:00:00.066256,gbtree,0.1,0,1,42,COMPLETE
363,0.7165869619934558,2026-07-13 19:17:32.329594,2026-07-13 19:17:32.359111,0 days 00:00:00.029517,gblinear,0.1,0,1,42,COMPLETE
364,0.8089604832620186,2026-07-13 19:17:32.359111,2026-07-13 19:17:33.597369,0 days 00:00:01.238258,dart,0.1,0,1,42,COMPLETE
365,0.8089604832620186,2026-07-13 19:17:33.599371,2026-07-13 19:17:33.664420,0 days 00:00:00.065049,gbtree,0.1,0,1,42,COMPLETE
366,0.8089604832620186,2026-07-13 19:17:33.664420,2026-07-13 19:17:34.881441,0 days 00:00:01.217021,dart,0.1,0,1,42,COMPLETE
367,0.8089604832620186,2026-07-13 19:17:34.883443,2026-07-13 19:17:34.948502,0 days 00:00:00.065059,gbtree,0.1,0,1,42,COMPLETE
368,0.7993959224767179,2026-07-13 19:17:34.948502,2026-07-13 19:17:36.218564,0 days 00:00:01.270062,dart,0.05,0,1,42,COMPLETE
369,0.8089604832620186,2026-07-13 19:17:36.220567,2026-07-13 19:17:36.287366,0 days 00:00:00.066799,gbtree,0.1,0,1,42,COMPLETE
370,0.8089604832620186,2026-07-13 19:17:36.287366,2026-07-13 19:17:36.353708,0 days 00:00:00.066342,gbtree,0.1,0,1,42,COMPLETE
371,0.8089604832620186,2026-07-13 19:17:36.353708,2026-07-13 19:17:37.593468,0 days 00:00:01.239760,dart,0.1,0,1,42,COMPLETE
372,0.8089604832620186,2026-07-13 19:17:37.593468,2026-07-13 19:17:37.659724,0 days 00:00:00.066256,gbtree,0.1,0,1,42,COMPLETE
373,0.8089604832620186,2026-07-13 19:17:37.659724,2026-07-13 19:17:38.896350,0 days 00:00:01.236626,dart,0.1,0,1,42,COMPLETE
374,0.8089604832620186,2026-07-13 19:17:38.896350,2026-07-13 19:17:38.962544,0 days 00:00:00.066194,gbtree,0.1,0,1,42,COMPLETE
375,0.8089604832620186,2026-07-13 19:17:38.962544,2026-07-13 19:17:40.241489,0 days 00:00:01.278945,dart,0.1,0,1,42,COMPLETE
376,0.8089604832620186,2026-07-13 19:17:40.241489,2026-07-13 19:17:40.306558,0 days 00:00:00.065069,gbtree,0.1,0,1,42,COMPLETE
377,0.8089604832620186,2026-07-13 19:17:40.306558,2026-07-13 19:17:41.558051,0 days 00:00:01.251493,dart,0.1,0,1,42,COMPLETE
378,0.8089604832620186,2026-07-13 19:17:41.558051,2026-07-13 19:17:41.625039,0 days 00:00:00.066988,gbtree,0.1,0,1,42,COMPLETE
379,0.8089604832620186,2026-07-13 19:17:41.625039,2026-07-13 19:17:42.825200,0 days 00:00:01.200161,dart,0.1,0,1,42,COMPLETE
380,0.8089604832620186,2026-07-13 19:17:42.825200,2026-07-13 19:17:42.892242,0 days 00:00:00.067042,gbtree,0.1,0,1,42,COMPLETE
381,0.8089604832620186,2026-07-13 19:17:42.893986,2026-07-13 19:17:44.199989,0 days 00:00:01.306003,dart,0.1,0,1,42,COMPLETE
382,0.8089604832620186,2026-07-13 19:17:44.199989,2026-07-13 19:17:44.266524,0 days 00:00:00.066535,gbtree,0.1,0,1,42,COMPLETE
383,0.8089604832620186,2026-07-13 19:17:44.266524,2026-07-13 19:17:45.585483,0 days 00:00:01.318959,dart,0.1,0,1,42,COMPLETE
384,0.8089604832620186,2026-07-13 19:17:45.585483,2026-07-13 19:17:45.652876,0 days 00:00:00.067393,gbtree,0.1,0,1,42,COMPLETE
385,0.7100427888245658,2026-07-13 19:17:45.654618,2026-07-13 19:17:45.680396,0 days 00:00:00.025778,gblinear,0.05,0,1,42,COMPLETE
386,0.8089604832620186,2026-07-13 19:17:45.680396,2026-07-13 19:17:46.983055,0 days 00:00:01.302659,dart,0.1,0,1,42,COMPLETE
387,0.8089604832620186,2026-07-13 19:17:46.983055,2026-07-13 19:17:47.048107,0 days 00:00:00.065052,gbtree,0.1,0,1,42,COMPLETE
388,0.8089604832620186,2026-07-13 19:17:47.048107,2026-07-13 19:17:48.343609,0 days 00:00:01.295502,dart,0.1,0,1,42,COMPLETE
389,0.8089604832620186,2026-07-13 19:17:48.345611,2026-07-13 19:17:48.414653,0 days 00:00:00.069042,gbtree,0.1,0,1,42,COMPLETE
390,0.8089604832620186,2026-07-13 19:17:48.414653,2026-07-13 19:17:49.754766,0 days 00:00:01.340113,dart,0.1,0,1,42,COMPLETE
391,0.8089604832620186,2026-07-13 19:17:49.756508,2026-07-13 19:17:49.821560,0 days 00:00:00.065052,gbtree,0.1,0,1,42,COMPLETE
392,0.8089604832620186,2026-07-13 19:17:49.821560,2026-07-13 19:17:51.135910,0 days 00:00:01.314350,dart,0.1,0,1,42,COMPLETE
393,0.8089604832620186,2026-07-13 19:17:51.135910,2026-07-13 19:17:51.200618,0 days 00:00:00.064708,gbtree,0.1,0,1,42,COMPLETE
394,0.8089604832620186,2026-07-13 19:17:51.200618,2026-07-13 19:17:52.540687,0 days 00:00:01.340069,dart,0.1,0,1,42,COMPLETE
395,0.8089604832620186,2026-07-13 19:17:52.542430,2026-07-13 19:17:52.609641,0 days 00:00:00.067211,gbtree,0.1,0,1,42,COMPLETE
396,0.8089604832620186,2026-07-13 19:17:52.609641,2026-07-13 19:17:53.914064,0 days 00:00:01.304423,dart,0.1,0,1,42,COMPLETE
397,0.8089604832620186,2026-07-13 19:17:53.914064,2026-07-13 19:17:53.979121,0 days 00:00:00.065057,gbtree,0.1,0,1,42,COMPLETE
398,0.8089604832620186,2026-07-13 19:17:53.979121,2026-07-13 19:17:54.044190,0 days 00:00:00.065069,gbtree,0.1,0,1,42,COMPLETE
399,0.8089604832620186,2026-07-13 19:17:54.044190,2026-07-13 19:17:55.350945,0 days 00:00:01.306755,dart,0.1,0,1,42,COMPLETE
400,0.8089604832620186,2026-07-13 19:17:55.352947,2026-07-13 19:17:55.417652,0 days 00:00:00.064705,gbtree,0.1,0,1,42,COMPLETE
401,0.8089604832620186,2026-07-13 19:17:55.417652,2026-07-13 19:17:56.715919,0 days 00:00:01.298267,dart,0.1,0,1,42,COMPLETE
402,0.8089604832620186,2026-07-13 19:17:56.715919,2026-07-13 19:17:56.780975,0 days 00:00:00.065056,gbtree,0.1,0,1,42,COMPLETE
403,0.8089604832620186,2026-07-13 19:17:56.782978,2026-07-13 19:17:58.167024,0 days 00:00:01.384046,dart,0.1,0,1,42,COMPLETE
404,0.7993959224767179,2026-07-13 19:17:58.169026,2026-07-13 19:17:58.237427,0 days 00:00:00.068401,gbtree,0.05,0,1,42,COMPLETE
405,0.8089604832620186,2026-07-13 19:17:58.237427,2026-07-13 19:17:59.548622,0 days 00:00:01.311195,dart,0.1,0,1,42,COMPLETE
406,0.8089604832620186,2026-07-13 19:17:59.548622,2026-07-13 19:17:59.616915,0 days 00:00:00.068293,gbtree,0.1,0,1,42,COMPLETE
407,0.8089604832620186,2026-07-13 19:17:59.616915,2026-07-13 19:18:00.921692,0 days 00:00:01.304777,dart,0.1,0,1,42,COMPLETE
408,0.8089604832620186,2026-07-13 19:18:00.921692,2026-07-13 19:18:00.986480,0 days 00:00:00.064788,gbtree,0.1,0,1,42,COMPLETE
409,0.8089604832620186,2026-07-13 19:18:00.986480,2026-07-13 19:18:02.353260,0 days 00:00:01.366780,dart,0.1,0,1,42,COMPLETE
410,0.7165869619934558,2026-07-13 19:18:02.353260,2026-07-13 19:18:02.380789,0 days 00:00:00.027529,gblinear,0.1,0,1,42,COMPLETE
411,0.8089604832620186,2026-07-13 19:18:02.380789,2026-07-13 19:18:02.446156,0 days 00:00:00.065367,gbtree,0.1,0,1,42,COMPLETE
412,0.8089604832620186,2026-07-13 19:18:02.446156,2026-07-13 19:18:03.754916,0 days 00:00:01.308760,dart,0.1,0,1,42,COMPLETE
413,0.8089604832620186,2026-07-13 19:18:03.754916,2026-07-13 19:18:03.823704,0 days 00:00:00.068788,gbtree,0.1,0,1,42,COMPLETE
414,0.8089604832620186,2026-07-13 19:18:03.823704,2026-07-13 19:18:05.132233,0 days 00:00:01.308529,dart,0.1,0,1,42,COMPLETE
415,0.8089604832620186,2026-07-13 19:18:05.132233,2026-07-13 19:18:05.198753,0 days 00:00:00.066520,gbtree,0.1,0,1,42,COMPLETE
416,0.8089604832620186,2026-07-13 19:18:05.199316,2026-07-13 19:18:06.494285,0 days 00:00:01.294969,dart,0.1,0,1,42,COMPLETE
417,0.8089604832620186,2026-07-13 19:18:06.494285,2026-07-13 19:18:06.564299,0 days 00:00:00.070014,gbtree,0.1,0,1,42,COMPLETE
418,0.8089604832620186,2026-07-13 19:18:06.564299,2026-07-13 19:18:07.893405,0 days 00:00:01.329106,dart,0.1,0,1,42,COMPLETE
419,0.8089604832620186,2026-07-13 19:18:07.893405,2026-07-13 19:18:07.960524,0 days 00:00:00.067119,gbtree,0.1,0,1,42,COMPLETE
420,0.8089604832620186,2026-07-13 19:18:07.960524,2026-07-13 19:18:09.266048,0 days 00:00:01.305524,dart,0.1,0,1,42,COMPLETE
421,0.8089604832620186,2026-07-13 19:18:09.266048,2026-07-13 19:18:09.331213,0 days 00:00:00.065165,gbtree,0.1,0,1,42,COMPLETE
422,0.8089604832620186,2026-07-13 19:18:09.331213,2026-07-13 19:18:10.597980,0 days 00:00:01.266767,dart,0.1,0,1,42,COMPLETE
423,0.7993959224767179,2026-07-13 19:18:10.599985,2026-07-13 19:18:10.669177,0 days 00:00:00.069192,gbtree,0.05,0,1,42,COMPLETE
424,0.8089604832620186,2026-07-13 19:18:10.669177,2026-07-13 19:18:12.013088,0 days 00:00:01.343911,dart,0.1,0,1,42,COMPLETE
425,0.8089604832620186,2026-07-13 19:18:12.013088,2026-07-13 19:18:12.080145,0 days 00:00:00.067057,gbtree,0.1,0,1,42,COMPLETE
426,0.8089604832620186,2026-07-13 19:18:12.080145,2026-07-13 19:18:12.150629,0 days 00:00:00.070484,gbtree,0.1,0,1,42,COMPLETE
427,0.8089604832620186,2026-07-13 19:18:12.152371,2026-07-13 19:18:13.480961,0 days 00:00:01.328590,dart,0.1,0,1,42,COMPLETE
428,0.8089604832620186,2026-07-13 19:18:13.480961,2026-07-13 19:18:13.546578,0 days 00:00:00.065617,gbtree,0.1,0,1,42,COMPLETE
429,0.8089604832620186,2026-07-13 19:18:13.548581,2026-07-13 19:18:14.870677,0 days 00:00:01.322096,dart,0.1,0,1,42,COMPLETE
430,0.7165869619934558,2026-07-13 19:18:14.870677,2026-07-13 19:18:14.899868,0 days 00:00:00.029191,gblinear,0.1,0,1,42,COMPLETE
431,0.8089604832620186,2026-07-13 19:18:14.899868,2026-07-13 19:18:14.965387,0 days 00:00:00.065519,gbtree,0.1,0,1,42,COMPLETE
432,0.8089604832620186,2026-07-13 19:18:14.967389,2026-07-13 19:18:16.302727,0 days 00:00:01.335338,dart,0.1,0,1,42,COMPLETE
433,0.8089604832620186,2026-07-13 19:18:16.302727,2026-07-13 19:18:16.367134,0 days 00:00:00.064407,gbtree,0.1,0,1,42,COMPLETE
434,0.8089604832620186,2026-07-13 19:18:16.367134,2026-07-13 19:18:17.666676,0 days 00:00:01.299542,dart,0.1,0,1,42,COMPLETE
435,0.8089604832620186,2026-07-13 19:18:17.666676,2026-07-13 19:18:17.735719,0 days 00:00:00.069043,gbtree,0.1,0,1,42,COMPLETE
436,0.8089604832620186,2026-07-13 19:18:17.735719,2026-07-13 19:18:19.049243,0 days 00:00:01.313524,dart,0.1,0,1,42,COMPLETE
437,0.8089604832620186,2026-07-13 19:18:19.049243,2026-07-13 19:18:19.114558,0 days 00:00:00.065315,gbtree,0.1,0,1,42,COMPLETE
438,0.8089604832620186,2026-07-13 19:18:19.114558,2026-07-13 19:18:20.301543,0 days 00:00:01.186985,dart,0.1,0,1,42,COMPLETE
439,0.8089604832620186,2026-07-13 19:18:20.303545,2026-07-13 19:18:20.369846,0 days 00:00:00.066301,gbtree,0.1,0,1,42,COMPLETE
440,0.8089604832620186,2026-07-13 19:18:20.369846,2026-07-13 19:18:21.640189,0 days 00:00:01.270343,dart,0.1,0,1,42,COMPLETE
441,0.8089604832620186,2026-07-13 19:18:21.640189,2026-07-13 19:18:21.709580,0 days 00:00:00.069391,gbtree,0.1,0,1,42,COMPLETE
442,0.7993959224767179,2026-07-13 19:18:21.709580,2026-07-13 19:18:23.036632,0 days 00:00:01.327052,dart,0.05,0,1,42,COMPLETE
443,0.8089604832620186,2026-07-13 19:18:23.038374,2026-07-13 19:18:23.103439,0 days 00:00:00.065065,gbtree,0.1,0,1,42,COMPLETE
444,0.8089604832620186,2026-07-13 19:18:23.103439,2026-07-13 19:18:24.397292,0 days 00:00:01.293853,dart,0.1,0,1,42,COMPLETE
445,0.8089604832620186,2026-07-13 19:18:24.397292,2026-07-13 19:18:24.466120,0 days 00:00:00.068828,gbtree,0.1,0,1,42,COMPLETE
446,0.8089604832620186,2026-07-13 19:18:24.466120,2026-07-13 19:18:25.791498,0 days 00:00:01.325378,dart,0.1,0,1,42,COMPLETE
447,0.8089604832620186,2026-07-13 19:18:25.791498,2026-07-13 19:18:25.859796,0 days 00:00:00.068298,gbtree,0.1,0,1,42,COMPLETE
448,0.8089604832620186,2026-07-13 19:18:25.859796,2026-07-13 19:18:27.193177,0 days 00:00:01.333381,dart,0.1,0,1,42,COMPLETE
449,0.8089604832620186,2026-07-13 19:18:27.193177,2026-07-13 19:18:27.262487,0 days 00:00:00.069310,gbtree,0.1,0,1,42,COMPLETE
450,0.8089604832620186,2026-07-13 19:18:27.264494,2026-07-13 19:18:28.576989,0 days 00:00:01.312495,dart,0.1,0,1,42,COMPLETE
451,0.8089604832620186,2026-07-13 19:18:28.576989,2026-07-13 19:18:28.643305,0 days 00:00:00.066316,gbtree,0.1,0,1,42,COMPLETE
452,0.7165869619934558,2026-07-13 19:18:28.643305,2026-07-13 19:18:28.671097,0 days 00:00:00.027792,gblinear,0.1,0,1,42,COMPLETE
453,0.8089604832620186,2026-07-13 19:18:28.671097,2026-07-13 19:18:29.956814,0 days 00:00:01.285717,dart,0.1,0,1,42,COMPLETE
454,0.8089604832620186,2026-07-13 19:18:29.958816,2026-07-13 19:18:30.027896,0 days 00:00:00.069080,gbtree,0.1,0,1,42,COMPLETE
455,0.8089604832620186,2026-07-13 19:18:30.027896,2026-07-13 19:18:31.352091,0 days 00:00:01.324195,dart,0.1,0,1,42,COMPLETE
456,0.8089604832620186,2026-07-13 19:18:31.352091,2026-07-13 19:18:31.417881,0 days 00:00:00.065790,gbtree,0.1,0,1,42,COMPLETE
457,0.8089604832620186,2026-07-13 19:18:31.417881,2026-07-13 19:18:31.486925,0 days 00:00:00.069044,gbtree,0.1,0,1,42,COMPLETE
458,0.8089604832620186,2026-07-13 19:18:31.486925,2026-07-13 19:18:32.807706,0 days 00:00:01.320781,dart,0.1,0,1,42,COMPLETE
459,0.8089604832620186,2026-07-13 19:18:32.807706,2026-07-13 19:18:32.875904,0 days 00:00:00.068198,gbtree,0.1,0,1,42,COMPLETE
460,0.8089604832620186,2026-07-13 19:18:32.875904,2026-07-13 19:18:34.228525,0 days 00:00:01.352621,dart,0.1,0,1,42,COMPLETE
461,0.7993959224767179,2026-07-13 19:18:34.228525,2026-07-13 19:18:34.310175,0 days 00:00:00.081650,gbtree,0.05,0,1,42,COMPLETE
462,0.8089604832620186,2026-07-13 19:18:34.310175,2026-07-13 19:18:35.587723,0 days 00:00:01.277548,dart,0.1,0,1,42,COMPLETE
463,0.8089604832620186,2026-07-13 19:18:35.587723,2026-07-13 19:18:35.654863,0 days 00:00:00.067140,gbtree,0.1,0,1,42,COMPLETE
464,0.8089604832620186,2026-07-13 19:18:35.654863,2026-07-13 19:18:36.955812,0 days 00:00:01.300949,dart,0.1,0,1,42,COMPLETE
465,0.8089604832620186,2026-07-13 19:18:36.955812,2026-07-13 19:18:37.022882,0 days 00:00:00.067070,gbtree,0.1,0,1,42,COMPLETE
466,0.8089604832620186,2026-07-13 19:18:37.022882,2026-07-13 19:18:38.349515,0 days 00:00:01.326633,dart,0.1,0,1,42,COMPLETE
467,0.8089604832620186,2026-07-13 19:18:38.349515,2026-07-13 19:18:38.414490,0 days 00:00:00.064975,gbtree,0.1,0,1,42,COMPLETE
468,0.8089604832620186,2026-07-13 19:18:38.414490,2026-07-13 19:18:39.729073,0 days 00:00:01.314583,dart,0.1,0,1,42,COMPLETE
469,0.8089604832620186,2026-07-13 19:18:39.729073,2026-07-13 19:18:39.794123,0 days 00:00:00.065050,gbtree,0.1,0,1,42,COMPLETE
470,0.8089604832620186,2026-07-13 19:18:39.794123,2026-07-13 19:18:41.102649,0 days 00:00:01.308526,dart,0.1,0,1,42,COMPLETE
471,0.8089604832620186,2026-07-13 19:18:41.102649,2026-07-13 19:18:41.168883,0 days 00:00:00.066234,gbtree,0.1,0,1,42,COMPLETE
472,0.8089604832620186,2026-07-13 19:18:41.168883,2026-07-13 19:18:42.485266,0 days 00:00:01.316383,dart,0.1,0,1,42,COMPLETE
473,0.8089604832620186,2026-07-13 19:18:42.485266,2026-07-13 19:18:42.553838,0 days 00:00:00.068572,gbtree,0.1,0,1,42,COMPLETE
474,0.7165869619934558,2026-07-13 19:18:42.553838,2026-07-13 19:18:42.581360,0 days 00:00:00.027522,gblinear,0.1,0,1,42,COMPLETE
475,0.8089604832620186,2026-07-13 19:18:42.581360,2026-07-13 19:18:43.864287,0 days 00:00:01.282927,dart,0.1,0,1,42,COMPLETE
476,0.8089604832620186,2026-07-13 19:18:43.864287,2026-07-13 19:18:43.931302,0 days 00:00:00.067015,gbtree,0.1,0,1,42,COMPLETE
477,0.8089604832620186,2026-07-13 19:18:43.931302,2026-07-13 19:18:45.223526,0 days 00:00:01.292224,dart,0.1,0,1,42,COMPLETE
478,0.8089604832620186,2026-07-13 19:18:45.225529,2026-07-13 19:18:45.290594,0 days 00:00:00.065065,gbtree,0.1,0,1,42,COMPLETE
479,0.8089604832620186,2026-07-13 19:18:45.290594,2026-07-13 19:18:46.633857,0 days 00:00:01.343263,dart,0.1,0,1,42,COMPLETE
480,0.7993959224767179,2026-07-13 19:18:46.633857,2026-07-13 19:18:46.703272,0 days 00:00:00.069415,gbtree,0.05,0,1,42,COMPLETE
481,0.8089604832620186,2026-07-13 19:18:46.703272,2026-07-13 19:18:47.932192,0 days 00:00:01.228920,dart,0.1,0,1,42,COMPLETE
482,0.8089604832620186,2026-07-13 19:18:47.932192,2026-07-13 19:18:48.000065,0 days 00:00:00.067873,gbtree,0.1,0,1,42,COMPLETE
483,0.8089604832620186,2026-07-13 19:18:48.000065,2026-07-13 19:18:49.211555,0 days 00:00:01.211490,dart,0.1,0,1,42,COMPLETE
484,0.8089604832620186,2026-07-13 19:18:49.213298,2026-07-13 19:18:49.282342,0 days 00:00:00.069044,gbtree,0.1,0,1,42,COMPLETE
485,0.8089604832620186,2026-07-13 19:18:49.282342,2026-07-13 19:18:49.349616,0 days 00:00:00.067274,gbtree,0.1,0,1,42,COMPLETE
486,0.8089604832620186,2026-07-13 19:18:49.349616,2026-07-13 19:18:50.623944,0 days 00:00:01.274328,dart,0.1,0,1,42,COMPLETE
487,0.8089604832620186,2026-07-13 19:18:50.625947,2026-07-13 19:18:50.691230,0 days 00:00:00.065283,gbtree,0.1,0,1,42,COMPLETE
488,0.8089604832620186,2026-07-13 19:18:50.691230,2026-07-13 19:18:52.020783,0 days 00:00:01.329553,dart,0.1,0,1,42,COMPLETE
489,0.8089604832620186,2026-07-13 19:18:52.020783,2026-07-13 19:18:52.089566,0 days 00:00:00.068783,gbtree,0.1,0,1,42,COMPLETE
490,0.8089604832620186,2026-07-13 19:18:52.089566,2026-07-13 19:18:53.410286,0 days 00:00:01.320720,dart,0.1,0,1,42,COMPLETE
491,0.8089604832620186,2026-07-13 19:18:53.410286,2026-07-13 19:18:53.474749,0 days 00:00:00.064463,gbtree,0.1,0,1,42,COMPLETE
492,0.8089604832620186,2026-07-13 19:18:53.474749,2026-07-13 19:18:54.799032,0 days 00:00:01.324283,dart,0.1,0,1,42,COMPLETE
493,0.8089604832620186,2026-07-13 19:18:54.799032,2026-07-13 19:18:54.881442,0 days 00:00:00.082410,gbtree,0.1,0,1,42,COMPLETE
494,0.8089604832620186,2026-07-13 19:18:54.881442,2026-07-13 19:18:56.295172,0 days 00:00:01.413730,dart,0.1,0,1,42,COMPLETE
495,0.8089604832620186,2026-07-13 19:18:56.297179,2026-07-13 19:18:56.373729,0 days 00:00:00.076550,gbtree,0.1,0,1,42,COMPLETE
496,0.8089604832620186,2026-07-13 19:18:56.373729,2026-07-13 19:18:57.668612,0 days 00:00:01.294883,dart,0.1,0,1,42,COMPLETE
497,0.7165869619934558,2026-07-13 19:18:57.668612,2026-07-13 19:18:57.696132,0 days 00:00:00.027520,gblinear,0.1,0,1,42,COMPLETE
498,0.8089604832620186,2026-07-13 19:18:57.698135,2026-07-13 19:18:57.765232,0 days 00:00:00.067097,gbtree,0.1,0,1,42,COMPLETE
499,0.8089604832620186,2026-07-13 19:18:57.765232,2026-07-13 19:18:58.991963,0 days 00:00:01.226731,dart,0.1,0,1,42,COMPLETE
